"","chr","start","end"
"1723","5",2.9e+07,29500000
"1724","5",29500000,3e+07
"1725","5",3e+07,30500000
"1726","5",30500000,3.1e+07
"1727","5",3.1e+07,31500000
"1728","5",31500000,3.2e+07
"1729","5",3.2e+07,32500000
"1730","5",32500000,3.3e+07
"1731","5",3.3e+07,33500000
"1732","5",33500000,3.4e+07
"1733","5",34500000,3.5e+07
"1734","5",3.5e+07,35500000
"1735","5",35500000,3.6e+07
"1736","5",3.6e+07,36500000
"1737","5",36500000,3.7e+07
"1738","5",3.7e+07,37500000
"1739","5",37500000,3.8e+07
"1740","5",3.8e+07,38500000
"1741","5",38500000,3.9e+07
"1742","5",3.9e+07,39500000
"1743","5",39500000,4e+07
"1744","5",4e+07,40500000
"1745","5",40500000,4.1e+07
"1746","5",4.1e+07,41500000
"1747","5",41500000,4.2e+07
"1748","5",4.2e+07,42500000
"1749","5",42500000,4.3e+07
"1750","5",4.3e+07,43500000
"1751","5",43500000,4.4e+07
"1752","5",4.4e+07,44500000
"1753","5",44500000,4.5e+07
"1754","5",4.5e+07,45500000
"1755","5",5e+07,50500000
"1756","5",50500000,5.1e+07
"1757","5",5.1e+07,51500000
"1758","5",51500000,5.2e+07
"1759","5",5.2e+07,52500000
"1760","5",52500000,5.3e+07
"1761","5",5.3e+07,53500000
"1762","5",53500000,5.4e+07
"1763","5",5.4e+07,54500000
"1764","5",54500000,5.5e+07
"1765","5",5.5e+07,55500000
"1766","5",55500000,5.6e+07
"1767","5",5.6e+07,56500000
"1768","5",56500000,5.7e+07
"1769","5",5.7e+07,57500000
"1770","5",57500000,5.8e+07
"1771","5",5.8e+07,58500000
"1772","5",58500000,5.9e+07
"1773","5",5.9e+07,59500000
"1774","5",59500000,6e+07
"1775","5",6e+07,60500000
"1776","5",60500000,6.1e+07
"1777","5",6.1e+07,61500000
"1778","5",61500000,6.2e+07
"1779","5",6.2e+07,62500000
"1780","5",62500000,6.3e+07
"1781","5",6.3e+07,63500000
"1782","5",63500000,6.4e+07
"1783","5",6.4e+07,64500000
"1784","5",64500000,6.5e+07
"1785","5",6.5e+07,65500000
"1786","5",65500000,6.6e+07
"1787","5",6.6e+07,66500000
"1788","5",66500000,6.7e+07
"1789","5",6.7e+07,67500000
"1790","5",67500000,6.8e+07
"1791","5",6.8e+07,68500000
"1792","5",68500000,6.9e+07
"1793","5",6.9e+07,69500000
"1794","5",69500000,7e+07
"1795","5",7e+07,70500000
"1796","5",70500000,7.1e+07
"1797","5",71500000,7.2e+07
"1798","5",7.2e+07,72500000
"1799","5",72500000,7.3e+07
"1800","5",7.3e+07,73500000
"1801","5",73500000,7.4e+07
"1802","5",7.4e+07,74500000
"1803","5",74500000,7.5e+07
"1804","5",7.5e+07,75500000
"1805","5",75500000,7.6e+07
"1806","5",7.6e+07,76500000
"1807","5",76500000,7.7e+07
"1808","5",7.7e+07,77500000
"1809","5",77500000,7.8e+07
"1810","5",7.8e+07,78500000
"1811","5",78500000,7.9e+07
"1812","5",7.9e+07,79500000
"1813","5",8e+07,80500000
"1814","5",80500000,8.1e+07
"1815","5",8.1e+07,81500000
"1816","5",81500000,8.2e+07
"1817","5",8.2e+07,82500000
"1818","5",82500000,8.3e+07
"1819","5",8.3e+07,83500000
"1820","5",83500000,8.4e+07
"1821","5",8.4e+07,84500000
"1822","5",84500000,8.5e+07
"1823","5",8.5e+07,85500000
"1824","5",85500000,8.6e+07
"1825","5",8.6e+07,86500000
"1826","5",86500000,8.7e+07
"1827","5",8.7e+07,87500000
"1828","5",87500000,8.8e+07
"1829","5",8.8e+07,88500000
"1830","5",88500000,8.9e+07
"1831","5",8.9e+07,89500000
"1832","5",89500000,9e+07
"1833","5",9e+07,90500000
"1834","5",90500000,9.1e+07
"1835","5",9.1e+07,91500000
"1836","5",91500000,9.2e+07
"1837","5",9.2e+07,92500000
"1838","5",92500000,9.3e+07
"1839","5",9.3e+07,93500000
"1840","5",9.4e+07,94500000
"1841","5",94500000,9.5e+07
"1842","5",9.5e+07,95500000
"1843","5",95500000,9.6e+07
"1844","5",9.6e+07,96500000
"1845","5",96500000,9.7e+07
"1846","5",9.7e+07,97500000
"1847","5",9.8e+07,98500000
"1848","5",98500000,9.9e+07
"1849","5",99500000,1e+08
"1850","5",1e+08,100500000
"1851","5",100500000,1.01e+08
"1852","5",1.01e+08,101500000
"1853","5",101500000,1.02e+08
"1854","5",1.02e+08,102500000
"1855","5",102500000,1.03e+08
"1856","5",1.03e+08,103500000
"1857","5",103500000,1.04e+08
"1858","5",1.04e+08,104500000
"1859","5",104500000,1.05e+08
"1860","5",1.05e+08,105500000
"1861","5",1.06e+08,106500000
"1862","5",106500000,1.07e+08
"1863","5",1.07e+08,107500000
"1864","5",107500000,1.08e+08
"1865","5",1.08e+08,108500000
"1866","5",108500000,1.09e+08
"1867","5",1.09e+08,109500000
"1868","5",109500000,1.1e+08
"1869","5",1.1e+08,110500000
"1870","5",110500000,1.11e+08
"1871","5",1.11e+08,111500000
"1872","5",111500000,1.12e+08
"1873","5",1.12e+08,112500000
"1874","5",112500000,1.13e+08
"1875","5",1.13e+08,113500000
"1876","5",113500000,1.14e+08
"1877","5",1.14e+08,114500000
"1878","5",114500000,1.15e+08
"1879","5",1.15e+08,115500000
"1880","5",115500000,1.16e+08
"1881","5",1.16e+08,116500000
"1882","5",116500000,1.17e+08
"1883","5",1.17e+08,117500000
"1884","5",117500000,1.18e+08
"1885","5",1.18e+08,118500000
"1886","5",118500000,1.19e+08
"1887","5",1.19e+08,119500000
"1888","5",119500000,1.2e+08
"1889","5",1.2e+08,120500000
"1890","5",120500000,1.21e+08
"1891","5",1.21e+08,121500000
"1892","5",121500000,1.22e+08
"1893","5",1.22e+08,122500000
"1894","5",122500000,1.23e+08
"1895","5",123500000,1.24e+08
"1896","5",1.24e+08,124500000
"1897","5",124500000,1.25e+08
"1898","5",1.25e+08,125500000
"1899","5",125500000,1.26e+08
"1900","5",1.26e+08,126500000
"1901","5",126500000,1.27e+08
"1902","5",1.27e+08,127500000
"1903","5",127500000,1.28e+08
"1904","5",1.28e+08,128500000
"1905","5",128500000,1.29e+08
"1906","5",1.29e+08,129500000
"1907","5",129500000,1.3e+08
"1908","5",1.3e+08,130500000
"1909","5",130500000,1.31e+08
"1910","5",1.31e+08,131500000
"1911","5",131500000,1.32e+08
"1912","5",1.32e+08,132500000
"1913","5",132500000,1.33e+08
"1914","5",1.33e+08,133500000
"1915","5",133500000,1.34e+08
"1916","5",134500000,1.35e+08
"1917","5",1.35e+08,135500000
"1918","5",135500000,1.36e+08
"1919","5",1.36e+08,136500000
"1920","5",136500000,1.37e+08
"1921","5",1.37e+08,137500000
"1922","5",137500000,1.38e+08
"1923","5",1.38e+08,138500000
"1924","5",138500000,1.39e+08
"1925","5",1.39e+08,139500000
"1926","5",139500000,1.4e+08
"1927","5",1.4e+08,140500000
"1928","5",140500000,1.41e+08
"1929","5",1.41e+08,141500000
"1930","5",141500000,1.42e+08
"1931","5",1.42e+08,142500000
"1932","5",142500000,1.43e+08
"1933","5",1.43e+08,143500000
"1934","5",143500000,1.44e+08
"1935","5",1.44e+08,144500000
"1936","5",144500000,1.45e+08
"1937","5",1.45e+08,145500000
"1938","5",145500000,1.46e+08
"1939","5",1.46e+08,146500000
"1940","5",146500000,1.47e+08
"1941","5",1.47e+08,147500000
"1942","5",147500000,1.48e+08
"1943","5",1.48e+08,148500000
"1944","5",148500000,1.49e+08
"1945","5",1.49e+08,149500000
"1946","5",149500000,1.5e+08
"1947","5",1.5e+08,150500000
"1948","5",150500000,1.51e+08
"1949","5",1.51e+08,151500000
"1950","5",151500000,1.52e+08
"1951","5",1.52e+08,152500000
"1952","5",152500000,1.53e+08
"1953","5",1.53e+08,153500000
"1954","5",153500000,1.54e+08
"1955","5",1.54e+08,154500000
"1956","5",154500000,1.55e+08
"1957","5",1.55e+08,155500000
"1958","5",155500000,1.56e+08
"1959","5",1.56e+08,156500000
"1960","5",156500000,1.57e+08
"1961","5",1.57e+08,157500000
"1962","5",157500000,1.58e+08
"1963","5",1.58e+08,158500000
"1964","5",158500000,1.59e+08
"1965","5",1.59e+08,159500000
"1966","5",159500000,1.6e+08
"1967","5",1.6e+08,160500000
"1968","5",160500000,1.61e+08
"1969","5",1.61e+08,161500000
"1970","5",161500000,1.62e+08
"1971","5",1.62e+08,162500000
"1972","5",162500000,1.63e+08
"1973","5",1.63e+08,163500000
"1974","5",163500000,1.64e+08
"1975","5",1.64e+08,164500000
"1976","5",164500000,1.65e+08
"1977","5",1.65e+08,165500000
"1978","5",165500000,1.66e+08
"1979","5",1.66e+08,166500000
"1980","5",166500000,1.67e+08
"1981","5",1.67e+08,167500000
"1982","5",167500000,1.68e+08
"1983","5",1.68e+08,168500000
"1984","5",168500000,1.69e+08
"1985","5",1.69e+08,169500000
"1986","5",169500000,1.7e+08
"1987","5",1.7e+08,170500000
"1988","5",170500000,1.71e+08
"1989","5",1.71e+08,171500000
"1990","5",171500000,1.72e+08
"1991","5",1.72e+08,172500000
"1992","5",172500000,1.73e+08
"1993","5",1.73e+08,173500000
"1994","5",173500000,1.74e+08
"1995","5",1.74e+08,174500000
"1996","5",1.75e+08,175500000
"1997","5",175500000,1.76e+08
"1998","5",1.76e+08,176500000
"1999","5",176500000,1.77e+08
"2000","5",1.77e+08,177500000
"2001","5",177500000,1.78e+08
"2002","5",1.78e+08,178500000
"2003","5",178500000,1.79e+08
"2004","5",1.79e+08,179500000
"2005","5",179500000,1.8e+08
"2006","5",1.8e+08,180500000
"2007","6",5e+05,1e+06
"2008","6",1e+06,1500000
"2009","6",1500000,2e+06
"2010","6",2e+06,2500000
"2011","6",2500000,3e+06
"2012","6",3e+06,3500000
"2013","6",3500000,4e+06
"2014","6",4e+06,4500000
"2015","6",4500000,5e+06
"2016","6",5e+06,5500000
"2017","6",5500000,6e+06
"2018","6",6e+06,6500000
"2019","6",6500000,7e+06
"2020","6",7e+06,7500000
"2021","6",7500000,8e+06
"2022","6",8e+06,8500000
"2023","6",8500000,9e+06
"2024","6",9e+06,9500000
"2025","6",9500000,1e+07
"2026","6",1e+07,10500000
"2027","6",10500000,1.1e+07
"2028","6",1.1e+07,11500000
"2029","6",11500000,1.2e+07
"2030","6",1.2e+07,12500000
"2031","6",12500000,1.3e+07
"2032","6",1.3e+07,13500000
"2033","6",13500000,1.4e+07
"2034","6",1.4e+07,14500000
"2035","6",14500000,1.5e+07
"2036","6",1.5e+07,15500000
"2037","6",15500000,1.6e+07
"2038","6",1.6e+07,16500000
"2039","6",16500000,1.7e+07
"2040","6",1.7e+07,17500000
"2041","6",17500000,1.8e+07
"2042","6",1.8e+07,18500000
"2043","6",18500000,1.9e+07
"2044","6",1.9e+07,19500000
"2045","6",19500000,2e+07
"2046","6",2e+07,20500000
"2047","6",20500000,2.1e+07
"2048","6",2.1e+07,21500000
"2049","6",21500000,2.2e+07
"2050","6",2.2e+07,22500000
"2051","6",22500000,2.3e+07
"2052","6",2.3e+07,23500000
"2053","6",23500000,2.4e+07
"2054","6",2.4e+07,24500000
"2055","6",24500000,2.5e+07
"2056","6",2.5e+07,25500000
"2057","6",25500000,2.6e+07
"2058","6",2.6e+07,26500000
"2059","6",26500000,2.7e+07
"2060","6",2.7e+07,27500000
"2061","6",27500000,2.8e+07
"2062","6",2.8e+07,28500000
"2063","6",28500000,2.9e+07
"2064","6",2.9e+07,29500000
"2065","6",29500000,3e+07
"2066","6",3e+07,30500000
"2067","6",30500000,3.1e+07
"2068","6",3.1e+07,31500000
"2069","6",31500000,3.2e+07
"2070","6",3.2e+07,32500000
"2071","6",32500000,3.3e+07
"2072","6",3.3e+07,33500000
"2073","6",33500000,3.4e+07
"2074","6",3.4e+07,34500000
"2075","6",34500000,3.5e+07
"2076","6",3.5e+07,35500000
"2077","6",35500000,3.6e+07
"2078","6",3.6e+07,36500000
"2079","6",36500000,3.7e+07
"2080","6",3.7e+07,37500000
"2081","6",37500000,3.8e+07
"2082","6",3.8e+07,38500000
"2083","6",38500000,3.9e+07
"2084","6",3.9e+07,39500000
"2085","6",39500000,4e+07
"2086","6",4e+07,40500000
"2087","6",40500000,4.1e+07
"2088","6",4.1e+07,41500000
"2089","6",41500000,4.2e+07
"2090","6",4.2e+07,42500000
"2091","6",42500000,4.3e+07
"2092","6",4.3e+07,43500000
"2093","6",43500000,4.4e+07
"2094","6",4.4e+07,44500000
"2095","6",44500000,4.5e+07
"2096","6",4.5e+07,45500000
"2097","6",45500000,4.6e+07
"2098","6",4.6e+07,46500000
"2099","6",46500000,4.7e+07
"2100","6",4.7e+07,47500000
"2101","6",47500000,4.8e+07
"2102","6",4.8e+07,48500000
"2103","6",48500000,4.9e+07
"2104","6",4.9e+07,49500000
"2105","6",49500000,5e+07
"2106","6",5e+07,50500000
"2107","6",50500000,5.1e+07
"2108","6",5.1e+07,51500000
"2109","6",51500000,5.2e+07
"2110","6",5.2e+07,52500000
"2111","6",52500000,5.3e+07
"2112","6",5.3e+07,53500000
"2113","6",53500000,5.4e+07
"2114","6",5.4e+07,54500000
"2115","6",54500000,5.5e+07
"2116","6",5.5e+07,55500000
"2117","6",55500000,5.6e+07
"2118","6",5.6e+07,56500000
"2119","6",56500000,5.7e+07
"2120","6",5.7e+07,57500000
"2121","6",57500000,5.8e+07
"2122","6",5.8e+07,58500000
"2123","6",62500000,6.3e+07
"2124","6",6.3e+07,63500000
"2125","6",63500000,6.4e+07
"2126","6",6.4e+07,64500000
"2127","6",64500000,6.5e+07
"2128","6",6.5e+07,65500000
"2129","6",65500000,6.6e+07
"2130","6",6.6e+07,66500000
"2131","6",66500000,6.7e+07
"2132","6",6.7e+07,67500000
"2133","6",67500000,6.8e+07
"2134","6",6.8e+07,68500000
"2135","6",68500000,6.9e+07
"2136","6",6.9e+07,69500000
"2137","6",69500000,7e+07
"2138","6",7e+07,70500000
"2139","6",70500000,7.1e+07
"2140","6",7.1e+07,71500000
"2141","6",71500000,7.2e+07
"2142","6",7.2e+07,72500000
"2143","6",72500000,7.3e+07
"2144","6",7.3e+07,73500000
"2145","6",73500000,7.4e+07
"2146","6",7.4e+07,74500000
"2147","6",74500000,7.5e+07
"2148","6",7.5e+07,75500000
"2149","6",75500000,7.6e+07
"2150","6",7.6e+07,76500000
"2151","6",76500000,7.7e+07
"2152","6",7.7e+07,77500000
"2153","6",77500000,7.8e+07
"2154","6",7.8e+07,78500000
"2155","6",78500000,7.9e+07
"2156","6",7.9e+07,79500000
"2157","6",79500000,8e+07
"2158","6",8e+07,80500000
"2159","6",80500000,8.1e+07
"2160","6",8.1e+07,81500000
"2161","6",81500000,8.2e+07
"2162","6",8.2e+07,82500000
"2163","6",82500000,8.3e+07
"2164","6",8.3e+07,83500000
"2165","6",83500000,8.4e+07
"2166","6",8.4e+07,84500000
"2167","6",84500000,8.5e+07
"2168","6",8.5e+07,85500000
"2169","6",85500000,8.6e+07
"2170","6",8.6e+07,86500000
"2171","6",86500000,8.7e+07
"2172","6",8.7e+07,87500000
"2173","6",87500000,8.8e+07
"2174","6",8.8e+07,88500000
"2175","6",88500000,8.9e+07
"2176","6",8.9e+07,89500000
"2177","6",89500000,9e+07
"2178","6",9e+07,90500000
"2179","6",90500000,9.1e+07
"2180","6",9.1e+07,91500000
"2181","6",91500000,9.2e+07
"2182","6",9.2e+07,92500000
"2183","6",92500000,9.3e+07
"2184","6",9.3e+07,93500000
"2185","6",93500000,9.4e+07
"2186","6",9.4e+07,94500000
"2187","6",94500000,9.5e+07
"2188","6",9.5e+07,95500000
"2189","6",95500000,9.6e+07
"2190","6",9.6e+07,96500000
"2191","6",96500000,9.7e+07
"2192","6",9.7e+07,97500000
"2193","6",97500000,9.8e+07
"2194","6",9.8e+07,98500000
"2195","6",98500000,9.9e+07
"2196","6",9.9e+07,99500000
"2197","6",99500000,1e+08
"2198","6",1e+08,100500000
"2199","6",100500000,1.01e+08
"2200","6",1.01e+08,101500000
"2201","6",101500000,1.02e+08
"2202","6",1.02e+08,102500000
"2203","6",102500000,1.03e+08
"2204","6",1.03e+08,103500000
"2205","6",103500000,1.04e+08
"2206","6",1.04e+08,104500000
"2207","6",104500000,1.05e+08
"2208","6",1.05e+08,105500000
"2209","6",105500000,1.06e+08
"2210","6",1.06e+08,106500000
"2211","6",106500000,1.07e+08
"2212","6",1.07e+08,107500000
"2213","6",107500000,1.08e+08
"2214","6",1.08e+08,108500000
"2215","6",108500000,1.09e+08
"2216","6",1.09e+08,109500000
"2217","6",109500000,1.1e+08
"2218","6",1.1e+08,110500000
"2219","6",110500000,1.11e+08
"2220","6",1.11e+08,111500000
"2221","6",111500000,1.12e+08
"2222","6",1.12e+08,112500000
"2223","6",112500000,1.13e+08
"2224","6",1.13e+08,113500000
"2225","6",113500000,1.14e+08
"2226","6",1.14e+08,114500000
"2227","6",114500000,1.15e+08
"2228","6",1.15e+08,115500000
"2229","6",115500000,1.16e+08
"2230","6",1.16e+08,116500000
"2231","6",116500000,1.17e+08
"2232","6",1.17e+08,117500000
"2233","6",117500000,1.18e+08
"2234","6",1.18e+08,118500000
"2235","6",118500000,1.19e+08
"2236","6",1.19e+08,119500000
"2237","6",119500000,1.2e+08
"2238","6",1.2e+08,120500000
"2239","6",120500000,1.21e+08
"2240","6",1.21e+08,121500000
"2241","6",121500000,1.22e+08
"2242","6",1.22e+08,122500000
"2243","6",122500000,1.23e+08
"2244","6",1.23e+08,123500000
"2245","6",123500000,1.24e+08
"2246","6",1.24e+08,124500000
"2247","6",124500000,1.25e+08
"2248","6",1.25e+08,125500000
"2249","6",125500000,1.26e+08
"2250","6",1.26e+08,126500000
"2251","6",126500000,1.27e+08
"2252","6",1.27e+08,127500000
"2253","6",127500000,1.28e+08
"2254","6",1.28e+08,128500000
"2255","6",128500000,1.29e+08
"2256","6",1.29e+08,129500000
"2257","6",129500000,1.3e+08
"2258","6",1.3e+08,130500000
"2259","6",130500000,1.31e+08
"2260","6",1.31e+08,131500000
"2261","6",131500000,1.32e+08
"2262","6",1.32e+08,132500000
"2263","6",132500000,1.33e+08
"2264","6",1.33e+08,133500000
"2265","6",1.34e+08,134500000
"2266","6",134500000,1.35e+08
"2267","6",1.35e+08,135500000
"2268","6",135500000,1.36e+08
"2269","6",1.36e+08,136500000
"2270","6",136500000,1.37e+08
"2271","6",137500000,1.38e+08
"2272","6",1.38e+08,138500000
"2273","6",138500000,1.39e+08
"2274","6",1.39e+08,139500000
"2275","6",139500000,1.4e+08
"2276","6",1.4e+08,140500000
"2277","6",140500000,1.41e+08
"2278","6",1.41e+08,141500000
"2279","6",141500000,1.42e+08
"2280","6",1.42e+08,142500000
"2281","6",142500000,1.43e+08
"2282","6",1.43e+08,143500000
"2283","6",143500000,1.44e+08
"2284","6",1.44e+08,144500000
"2285","6",144500000,1.45e+08
"2286","6",1.45e+08,145500000
"2287","6",145500000,1.46e+08
"2288","6",1.46e+08,146500000
"2289","6",146500000,1.47e+08
"2290","6",1.47e+08,147500000
"2291","6",147500000,1.48e+08
"2292","6",1.48e+08,148500000
"2293","6",148500000,1.49e+08
"2294","6",1.49e+08,149500000
"2295","6",149500000,1.5e+08
"2296","6",1.5e+08,150500000
"2297","6",1.51e+08,151500000
"2298","6",151500000,1.52e+08
"2299","6",1.52e+08,152500000
"2300","6",152500000,1.53e+08
"2301","6",1.53e+08,153500000
"2302","6",153500000,1.54e+08
"2303","6",1.54e+08,154500000
"2304","6",154500000,1.55e+08
"2305","6",1.55e+08,155500000
"2306","6",155500000,1.56e+08
"2307","6",1.56e+08,156500000
"2308","6",156500000,1.57e+08
"2309","6",1.57e+08,157500000
"2310","6",1.58e+08,158500000
"2311","6",158500000,1.59e+08
"2312","6",1.59e+08,159500000
"2313","6",159500000,1.6e+08
"2314","6",1.6e+08,160500000
"2315","6",160500000,1.61e+08
"2316","6",1.61e+08,161500000
"2317","6",161500000,1.62e+08
"2318","6",1.62e+08,162500000
"2319","6",162500000,1.63e+08
"2320","6",1.63e+08,163500000
"2321","6",163500000,1.64e+08
"2322","6",1.64e+08,164500000
"2323","6",164500000,1.65e+08
"2324","6",1.65e+08,165500000
"2325","6",165500000,1.66e+08
"2326","6",1.66e+08,166500000
"2327","6",166500000,1.67e+08
"2328","6",1.67e+08,167500000
"2329","6",167500000,1.68e+08
"2330","6",1.68e+08,168500000
"2331","6",168500000,1.69e+08
"2332","6",1.69e+08,169500000
"2333","6",169500000,1.7e+08
"2334","6",1.7e+08,170500000
"2335","6",170500000,1.71e+08
"2336","7",5e+05,1e+06
"2337","7",1e+06,1500000
"2338","7",1500000,2e+06
"2339","7",2e+06,2500000
"2340","7",2500000,3e+06
"2341","7",3e+06,3500000
"2342","7",3500000,4e+06
"2343","7",4e+06,4500000
"2344","7",4500000,5e+06
"2345","7",5e+06,5500000
"2346","7",5500000,6e+06
"2347","7",6e+06,6500000
"2348","7",6500000,7e+06
"2349","7",7e+06,7500000
"2350","7",7500000,8e+06
"2351","7",8e+06,8500000
"2352","7",8500000,9e+06
"2353","7",9e+06,9500000
"2354","7",9500000,1e+07
"2355","7",1e+07,10500000
"2356","7",10500000,1.1e+07
"2357","7",1.1e+07,11500000
"2358","7",11500000,1.2e+07
"2359","7",1.2e+07,12500000
"2360","7",12500000,1.3e+07
"2361","7",1.3e+07,13500000
"2362","7",13500000,1.4e+07
"2363","7",1.4e+07,14500000
"2364","7",14500000,1.5e+07
"2365","7",1.5e+07,15500000
"2366","7",15500000,1.6e+07
"2367","7",1.6e+07,16500000
"2368","7",16500000,1.7e+07
"2369","7",1.7e+07,17500000
"2370","7",17500000,1.8e+07
"2371","7",1.8e+07,18500000
"2372","7",18500000,1.9e+07
"2373","7",1.9e+07,19500000
"2374","7",19500000,2e+07
"2375","7",2e+07,20500000
"2376","7",20500000,2.1e+07
"2377","7",2.1e+07,21500000
"2378","7",21500000,2.2e+07
"2379","7",2.2e+07,22500000
"2380","7",22500000,2.3e+07
"2381","7",2.3e+07,23500000
"2382","7",23500000,2.4e+07
"2383","7",2.4e+07,24500000
"2384","7",24500000,2.5e+07
"2385","7",2.5e+07,25500000
"2386","7",25500000,2.6e+07
"2387","7",2.6e+07,26500000
"2388","7",26500000,2.7e+07
"2389","7",2.7e+07,27500000
"2390","7",27500000,2.8e+07
"2391","7",2.8e+07,28500000
"2392","7",28500000,2.9e+07
"2393","7",2.9e+07,29500000
"2394","7",29500000,3e+07
"2395","7",3e+07,30500000
"2396","7",30500000,3.1e+07
"2397","7",3.1e+07,31500000
"2398","7",31500000,3.2e+07
"2399","7",3.2e+07,32500000
"2400","7",32500000,3.3e+07
"2401","7",3.3e+07,33500000
"2402","7",33500000,3.4e+07
"2403","7",3.4e+07,34500000
"2404","7",34500000,3.5e+07
"2405","7",3.5e+07,35500000
"2406","7",35500000,3.6e+07
"2407","7",3.6e+07,36500000
"2408","7",36500000,3.7e+07
"2409","7",3.7e+07,37500000
"2410","7",37500000,3.8e+07
"2411","7",3.8e+07,38500000
"2412","7",38500000,3.9e+07
"2413","7",3.9e+07,39500000
"2414","7",39500000,4e+07
"2415","7",4e+07,40500000
"2416","7",40500000,4.1e+07
"2417","7",4.1e+07,41500000
"2418","7",41500000,4.2e+07
"2419","7",4.2e+07,42500000
"2420","7",42500000,4.3e+07
"2421","7",4.3e+07,43500000
"2422","7",4.4e+07,44500000
"2423","7",44500000,4.5e+07
"2424","7",45500000,4.6e+07
"2425","7",4.6e+07,46500000
"2426","7",46500000,4.7e+07
"2427","7",4.7e+07,47500000
"2428","7",47500000,4.8e+07
"2429","7",4.8e+07,48500000
"2430","7",48500000,4.9e+07
"2431","7",4.9e+07,49500000
"2432","7",49500000,5e+07
"2433","7",5e+07,50500000
"2434","7",50500000,5.1e+07
"2435","7",5.1e+07,51500000
"2436","7",51500000,5.2e+07
"2437","7",5.2e+07,52500000
"2438","7",52500000,5.3e+07
"2439","7",5.3e+07,53500000
"2440","7",53500000,5.4e+07
"2441","7",5.4e+07,54500000
"2442","7",54500000,5.5e+07
"2443","7",5.5e+07,55500000
"2444","7",55500000,5.6e+07
"2445","7",56500000,5.7e+07
"2446","7",62500000,6.3e+07
"2447","7",6.3e+07,63500000
"2448","7",63500000,6.4e+07
"2449","7",6.5e+07,65500000
"2450","7",65500000,6.6e+07
"2451","7",6.6e+07,66500000
"2452","7",66500000,6.7e+07
"2453","7",6.7e+07,67500000
"2454","7",67500000,6.8e+07
"2455","7",6.9e+07,69500000
"2456","7",69500000,7e+07
"2457","7",7e+07,70500000
"2458","7",70500000,7.1e+07
"2459","7",7.1e+07,71500000
"2460","7",71500000,7.2e+07
"2461","7",7.2e+07,72500000
"2462","7",72500000,7.3e+07
"2463","7",7.3e+07,73500000
"2464","7",73500000,7.4e+07
"2465","7",7.4e+07,74500000
"2466","7",74500000,7.5e+07
"2467","7",7.5e+07,75500000
"2468","7",75500000,7.6e+07
"2469","7",7.6e+07,76500000
"2470","7",76500000,7.7e+07
"2471","7",7.7e+07,77500000
"2472","7",77500000,7.8e+07
"2473","7",7.8e+07,78500000
"2474","7",78500000,7.9e+07
"2475","7",7.9e+07,79500000
"2476","7",79500000,8e+07
"2477","7",8e+07,80500000
"2478","7",8.1e+07,81500000
"2479","7",81500000,8.2e+07
"2480","7",8.2e+07,82500000
"2481","7",82500000,8.3e+07
"2482","7",8.3e+07,83500000
"2483","7",83500000,8.4e+07
"2484","7",8.4e+07,84500000
"2485","7",84500000,8.5e+07
"2486","7",8.5e+07,85500000
"2487","7",85500000,8.6e+07
"2488","7",8.6e+07,86500000
"2489","7",86500000,8.7e+07
"2490","7",8.7e+07,87500000
"2491","7",87500000,8.8e+07
"2492","7",8.8e+07,88500000
"2493","7",88500000,8.9e+07
"2494","7",8.9e+07,89500000
"2495","7",89500000,9e+07
"2496","7",9e+07,90500000
"2497","7",90500000,9.1e+07
"2498","7",9.1e+07,91500000
"2499","7",91500000,9.2e+07
"2500","7",9.2e+07,92500000
"2501","7",92500000,9.3e+07
"2502","7",9.3e+07,93500000
"2503","7",93500000,9.4e+07
"2504","7",9.4e+07,94500000
"2505","7",94500000,9.5e+07
"2506","7",9.5e+07,95500000
"2507","7",95500000,9.6e+07
"2508","7",9.6e+07,96500000
"2509","7",96500000,9.7e+07
"2510","7",9.7e+07,97500000
"2511","7",97500000,9.8e+07
"2512","7",9.8e+07,98500000
"2513","7",98500000,9.9e+07
"2514","7",9.9e+07,99500000
"2515","7",99500000,1e+08
"2516","7",1e+08,100500000
"2517","7",1.01e+08,101500000
"2518","7",101500000,1.02e+08
"2519","7",1.02e+08,102500000
"2520","7",102500000,1.03e+08
"2521","7",1.03e+08,103500000
"2522","7",103500000,1.04e+08
"2523","7",1.04e+08,104500000
"2524","7",104500000,1.05e+08
"2525","7",1.05e+08,105500000
"2526","7",105500000,1.06e+08
"2527","7",1.06e+08,106500000
"2528","7",106500000,1.07e+08
"2529","7",1.07e+08,107500000
"2530","7",107500000,1.08e+08
"2531","7",1.08e+08,108500000
"2532","7",108500000,1.09e+08
"2533","7",1.09e+08,109500000
"2534","7",109500000,1.1e+08
"2535","7",1.1e+08,110500000
"2536","7",110500000,1.11e+08
"2537","7",1.11e+08,111500000
"2538","7",111500000,1.12e+08
"2539","7",1.12e+08,112500000
"2540","7",112500000,1.13e+08
"2541","7",1.13e+08,113500000
"2542","7",113500000,1.14e+08
"2543","7",1.14e+08,114500000
"2544","7",114500000,1.15e+08
"2545","7",1.15e+08,115500000
"2546","7",115500000,1.16e+08
"2547","7",1.16e+08,116500000
"2548","7",116500000,1.17e+08
"2549","7",1.17e+08,117500000
"2550","7",117500000,1.18e+08
"2551","7",1.18e+08,118500000
"2552","7",118500000,1.19e+08
"2553","7",1.19e+08,119500000
"2554","7",119500000,1.2e+08
